ID	Category	DayOfWeek	Month	Hour
150570321	ROBBERY	Tuesday	June	3PM
150570406	ROBBERY	Tuesday	June	3PM
150570569	ROBBERY	Tuesday	June	2PM
150570901	ROBBERY	Tuesday	June	6PM
150571761	ROBBERY	Tuesday	June	10PM
150571880	ROBBERY	Wednesday	July	1AM
150571937	ROBBERY	Wednesday	July	12AM
150571943	ROBBERY	Wednesday	July	1AM
150572496	ROBBERY	Wednesday	July	10AM
150573024	ROBBERY	Wednesday	July	1PM
150573074	ROBBERY	Wednesday	July	1PM
150573397	ROBBERY	Sunday	June	5PM
150573632	ROBBERY	Wednesday	July	4PM
150574555	ROBBERY	Wednesday	July	8PM
150574674	ROBBERY	Wednesday	July	9PM
150574721	ROBBERY	Wednesday	July	10PM
150574759	ROBBERY	Wednesday	July	7PM
150574975	ROBBERY	Wednesday	July	10PM
150575133	ROBBERY	Thursday	July	12AM
150575230	ROBBERY	Thursday	July	1AM
150575268	ROBBERY	Thursday	July	2AM
150576818	ROBBERY	Thursday	July	4PM
150577769	ROBBERY	Thursday	July	10PM
150578165	ROBBERY	Friday	July	2AM
150578240	ROBBERY	Friday	July	12AM
150578256	ROBBERY	Friday	July	3AM
150579696	ROBBERY	Friday	July	3PM
150580552	ROBBERY	Friday	July	8PM
150581011	ROBBERY	Saturday	July	12AM
150581049	ROBBERY	Saturday	July	12AM
150581196	ROBBERY	Saturday	July	2AM
150581403	ROBBERY	Saturday	July	5AM
150582194	ROBBERY	Saturday	July	1PM
150582423	ROBBERY	Saturday	July	3PM
150582558	ROBBERY	Saturday	July	5PM
150583108	ROBBERY	Saturday	July	10PM
150583158	ROBBERY	Saturday	July	10PM
150583374	ROBBERY	Saturday	July	11PM
150583465	ROBBERY	Sunday	July	12AM
150583562	ROBBERY	Sunday	July	12AM
150583653	ROBBERY	Sunday	July	1AM
150584714	ROBBERY	Friday	July	12AM
150586168	ROBBERY	Monday	July	12AM
150586378	ROBBERY	Monday	July	4AM
150586566	ROBBERY	Sunday	July	7PM
150587699	ROBBERY	Monday	July	1PM
150587746	ROBBERY	Sunday	July	2AM
150587962	ROBBERY	Sunday	July	11PM
150589275	ROBBERY	Monday	July	9PM
150589792	ROBBERY	Tuesday	July	12AM
150589833	ROBBERY	Monday	July	6AM
150590404	ROBBERY	Sunday	July	1AM
150590410	ROBBERY	Tuesday	July	12AM
150591430	ROBBERY	Tuesday	July	3PM
150591468	ROBBERY	Tuesday	July	2PM
150591838	ROBBERY	Tuesday	July	5PM
150592331	ROBBERY	Tuesday	July	7PM
150592400	ROBBERY	Tuesday	July	6PM
150592438	ROBBERY	Tuesday	July	7PM
150592701	ROBBERY	Tuesday	July	10PM
150592911	ROBBERY	Wednesday	July	12AM
150593373	ROBBERY	Monday	July	10PM
150594575	ROBBERY	Wednesday	July	2PM
150595181	ROBBERY	Wednesday	July	5PM
150595921	ROBBERY	Wednesday	July	10PM
150596349	ROBBERY	Thursday	July	2AM
150596361	ROBBERY	Thursday	July	2AM
150596383	ROBBERY	Thursday	July	1AM
150596979	ROBBERY	Friday	July	3PM
150597121	ROBBERY	Thursday	July	11AM
150597165	ROBBERY	Thursday	July	11AM
150597400	ROBBERY	Thursday	July	6AM
150597535	ROBBERY	Tuesday	July	3AM
150597591	ROBBERY	Thursday	July	2PM
150597701	ROBBERY	Thursday	July	2PM
150598765	ROBBERY	Thursday	July	8PM
150599638	ROBBERY	Friday	July	4AM
150599644	ROBBERY	Friday	July	4AM
150600081	ROBBERY	Friday	July	9AM
150600194	ROBBERY	Friday	July	10AM
150600207	ROBBERY	Friday	July	11AM
150600279	ROBBERY	Thursday	July	5PM
150600514	ROBBERY	Thursday	July	2AM
150600718	ROBBERY	Friday	July	1PM
150602128	ROBBERY	Friday	July	9PM
150602275	ROBBERY	Friday	July	10PM
150602297	ROBBERY	Friday	July	3PM
150602350	ROBBERY	Friday	July	11PM
150602811	ROBBERY	Saturday	July	3AM
150605586	ROBBERY	Saturday	July	11PM
150605605	ROBBERY	Saturday	July	11PM
150605815	ROBBERY	Sunday	July	12AM
150605887	ROBBERY	Sunday	July	1AM
150607128	ROBBERY	Sunday	July	2PM
150607491	ROBBERY	Sunday	July	4PM
150607946	ROBBERY	Sunday	July	7PM
150608392	ROBBERY	Sunday	July	10PM
150608609	ROBBERY	Monday	July	12AM
150608671	ROBBERY	Monday	July	1AM
150609500	ROBBERY	Monday	July	11AM
150609635	ROBBERY	Monday	July	12PM
150609726	ROBBERY	Monday	July	8PM
150609873	ROBBERY	Monday	July	1PM
150610109	ROBBERY	Sunday	July	11AM
150610375	ROBBERY	Monday	July	4AM
150611185	ROBBERY	Monday	July	8PM
150611834	ROBBERY	Tuesday	July	2AM
150611878	ROBBERY	Tuesday	July	3AM
150612600	ROBBERY	Tuesday	July	11AM
150613567	ROBBERY	Friday	July	11PM
150614189	ROBBERY	Tuesday	July	4PM
150614286	ROBBERY	Tuesday	July	8PM
150614430	ROBBERY	Tuesday	July	10PM
150614612	ROBBERY	Tuesday	July	11PM
150614963	ROBBERY	Wednesday	July	6AM
150616163	ROBBERY	Thursday	June	8AM
150616680	ROBBERY	Sunday	July	11PM
150617478	ROBBERY	Thursday	July	12AM
150618216	ROBBERY	Thursday	July	8AM
150619258	ROBBERY	Thursday	July	3PM
150619850	ROBBERY	Thursday	July	6PM
150620437	ROBBERY	Thursday	July	9PM
150620493	ROBBERY	Thursday	July	9PM
150621021	ROBBERY	Friday	July	1AM
150621598	ROBBERY	Friday	July	9AM
150622320	ROBBERY	Wednesday	July	7PM
150622762	ROBBERY	Thursday	July	3PM
150623312	ROBBERY	Friday	July	7PM
150623334	ROBBERY	Friday	July	7PM
150623403	ROBBERY	Friday	July	8PM
150623641	ROBBERY	Friday	July	10PM
150623704	ROBBERY	Friday	July	10PM
150623873	ROBBERY	Friday	July	11PM
150624025	ROBBERY	Saturday	July	2AM
150624138	ROBBERY	Saturday	July	3AM
150624172	ROBBERY	Saturday	July	3AM
150624194	ROBBERY	Saturday	July	4AM
150624235	ROBBERY	Saturday	July	2AM
150625205	ROBBERY	Friday	July	5AM
150625233	ROBBERY	Saturday	July	12PM
150626297	ROBBERY	Saturday	July	8PM
150626300	ROBBERY	Sunday	July	8PM
150626407	ROBBERY	Saturday	July	9PM
150626491	ROBBERY	Saturday	July	9PM
150626582	ROBBERY	Saturday	July	10PM
150626974	ROBBERY	Sunday	July	1AM
150627013	ROBBERY	Sunday	July	2AM
150628152	ROBBERY	Sunday	July	3PM
150628174	ROBBERY	Saturday	July	5PM
150628588	ROBBERY	Sunday	July	6PM
150629354	ROBBERY	Sunday	July	11PM
150629445	ROBBERY	Monday	July	12AM
150629495	ROBBERY	Monday	July	12AM
150629661	ROBBERY	Monday	July	4AM
150631337	ROBBERY	Monday	July	3PM
150632222	ROBBERY	Monday	July	8PM
150632608	ROBBERY	Monday	July	11PM
150632896	ROBBERY	Tuesday	July	2AM
150632909	ROBBERY	Tuesday	July	2AM
150632965	ROBBERY	Tuesday	July	4AM
150633612	ROBBERY	Tuesday	July	10AM
150634325	ROBBERY	Sunday	July	10PM
150634579	ROBBERY	Tuesday	July	3PM
150635163	ROBBERY	Tuesday	July	6PM
150635185	ROBBERY	Tuesday	July	7AM
150635254	ROBBERY	Tuesday	July	6PM
150635282	ROBBERY	Tuesday	July	7PM
150635549	ROBBERY	Tuesday	July	9PM
150636490	ROBBERY	Wednesday	July	9AM
150636519	ROBBERY	Wednesday	July	8AM
150637761	ROBBERY	Tuesday	July	11PM
150638010	ROBBERY	Wednesday	July	3PM
150638082	ROBBERY	Friday	July	12AM
150638559	ROBBERY	Wednesday	July	7PM
150638612	ROBBERY	Wednesday	July	8PM
150639046	ROBBERY	Wednesday	July	11PM
150639187	ROBBERY	Thursday	July	1AM
150640043	ROBBERY	Thursday	July	11AM
150640786	ROBBERY	Thursday	July	1PM
150640974	ROBBERY	Thursday	July	2AM
150641320	ROBBERY	Wednesday	July	11PM
150641972	ROBBERY	Thursday	July	9PM
150642196	ROBBERY	Thursday	July	11PM
150642306	ROBBERY	Friday	July	12AM
150642732	ROBBERY	Friday	July	5AM
150643304	ROBBERY	Friday	July	11AM
150643360	ROBBERY	Monday	July	7AM
150643423	ROBBERY	Wednesday	July	11PM
150643940	ROBBERY	Friday	July	2PM
150644653	ROBBERY	Friday	July	5PM
150645281	ROBBERY	Friday	July	9PM
150645720	ROBBERY	Friday	July	11PM
150645877	ROBBERY	Saturday	July	12AM
150645899	ROBBERY	Saturday	July	2AM
150646104	ROBBERY	Saturday	July	3AM
150647243	ROBBERY	Saturday	July	1PM
150647419	ROBBERY	Saturday	July	2PM
150648467	ROBBERY	Saturday	July	9PM
150648605	ROBBERY	Saturday	July	10PM
150648649	ROBBERY	Saturday	July	10PM
150648752	ROBBERY	Saturday	July	11PM
150648887	ROBBERY	Sunday	July	12AM
150649023	ROBBERY	Sunday	July	1AM
150649067	ROBBERY	Sunday	July	2AM
150649142	ROBBERY	Sunday	July	2AM
150649318	ROBBERY	Sunday	July	5AM
150650406	ROBBERY	Sunday	July	2PM
150650525	ROBBERY	Sunday	July	3PM
150650995	ROBBERY	Sunday	July	5PM
150651078	ROBBERY	Sunday	July	3AM
150651084	ROBBERY	Sunday	July	4PM
150651670	ROBBERY	Sunday	July	10PM
150651987	ROBBERY	Sunday	July	8PM
150652054	ROBBERY	Monday	July	2AM
150652628	ROBBERY	Monday	July	9AM
150652731	ROBBERY	Monday	July	10AM
150653262	ROBBERY	Monday	July	1PM
150653836	ROBBERY	Monday	July	4PM
150654204	ROBBERY	Monday	July	6PM
150654408	ROBBERY	Monday	July	7PM
150654442	ROBBERY	Monday	July	7PM
150654577	ROBBERY	Monday	July	8AM
150654696	ROBBERY	Monday	July	7PM
150654878	ROBBERY	Monday	July	10PM
150654953	ROBBERY	Monday	July	11PM
150655412	ROBBERY	Tuesday	July	5AM
150655531	ROBBERY	Tuesday	July	7AM
150655688	ROBBERY	Monday	July	9PM
150655939	ROBBERY	Tuesday	July	10AM
150656551	ROBBERY	Tuesday	July	1PM
150656915	ROBBERY	Tuesday	July	3PM
150657189	ROBBERY	Monday	July	2AM
150657292	ROBBERY	Tuesday	July	5PM
150657480	ROBBERY	Tuesday	July	3PM
150658206	ROBBERY	Tuesday	July	11PM
150658400	ROBBERY	Wednesday	July	2AM
150658422	ROBBERY	Wednesday	July	2AM
150658927	ROBBERY	Wednesday	July	12AM
150662075	ROBBERY	Thursday	July	9AM
150662677	ROBBERY	Thursday	July	12PM
150663164	ROBBERY	Thursday	July	3PM
150664156	ROBBERY	Thursday	July	9PM
150664952	ROBBERY	Friday	July	9AM
150665085	ROBBERY	Friday	July	9AM
150665320	ROBBERY	Friday	July	1PM
150665916	ROBBERY	Friday	July	3PM
150667376	ROBBERY	Saturday	August	12AM
150667699	ROBBERY	Saturday	August	1AM
150667752	ROBBERY	Saturday	August	4AM
150668045	ROBBERY	Saturday	August	9AM
150668142	ROBBERY	Monday	July	3PM
150668409	ROBBERY	Saturday	August	12PM
150668584	ROBBERY	Saturday	August	1PM
150668807	ROBBERY	Saturday	August	2PM
150669106	ROBBERY	Saturday	August	4PM
150669231	ROBBERY	Saturday	August	4PM
150669388	ROBBERY	Saturday	August	5PM
150669582	ROBBERY	Saturday	August	7PM
150669805	ROBBERY	Saturday	August	8PM
150669861	ROBBERY	Saturday	August	9PM
150670119	ROBBERY	Saturday	August	10PM
150670131	ROBBERY	Saturday	August	11PM
150670545	ROBBERY	Sunday	August	7AM
150670727	ROBBERY	Saturday	August	10PM
150670783	ROBBERY	Friday	July	8PM
150671189	ROBBERY	Friday	July	9PM
150671402	ROBBERY	Sunday	August	2PM
150671662	ROBBERY	Sunday	August	4PM
150671690	ROBBERY	Sunday	August	4PM
150671781	ROBBERY	Sunday	August	5PM
150672046	ROBBERY	Sunday	August	6PM
150672121	ROBBERY	Sunday	August	7PM
150672137	ROBBERY	Sunday	August	3PM
150672331	ROBBERY	Sunday	August	9PM
150672397	ROBBERY	Sunday	August	9PM
150673022	ROBBERY	Monday	August	3AM
150673765	ROBBERY	Monday	August	12PM
150673828	ROBBERY	Monday	August	6AM
150674848	ROBBERY	Monday	August	4PM
150675062	ROBBERY	Monday	August	5PM
150675971	ROBBERY	Monday	August	9PM
150676082	ROBBERY	Monday	August	10PM
150676270	ROBBERY	Tuesday	August	12AM
150676355	ROBBERY	Tuesday	August	1AM
150676383	ROBBERY	Tuesday	August	1AM
150677977	ROBBERY	Tuesday	August	12PM
150678135	ROBBERY	Monday	August	5AM
150678925	ROBBERY	Tuesday	August	10PM
150678975	ROBBERY	Tuesday	August	10PM
150679202	ROBBERY	Tuesday	August	11PM
150679246	ROBBERY	Saturday	August	6PM
150680754	ROBBERY	Wednesday	August	1PM
150680908	ROBBERY	Wednesday	August	1PM
150682415	ROBBERY	Wednesday	August	10PM
150682528	ROBBERY	Wednesday	August	11PM
150682675	ROBBERY	Thursday	August	1AM
150682998	ROBBERY	Monday	July	4PM
150684217	ROBBERY	Thursday	August	2PM
150684433	ROBBERY	Thursday	August	3PM
150684455	ROBBERY	Thursday	August	3PM
150684831	ROBBERY	Thursday	August	6PM
150685293	ROBBERY	Thursday	August	8PM
150685419	ROBBERY	Thursday	August	9PM
150685481	ROBBERY	Thursday	August	10PM
150685572	ROBBERY	Thursday	August	10PM
150685613	ROBBERY	Thursday	August	11PM
150685845	ROBBERY	Friday	August	3AM
150685873	ROBBERY	Friday	August	3AM
150686279	ROBBERY	Friday	August	8AM
150687653	ROBBERY	Friday	August	5PM
150688479	ROBBERY	Friday	August	9PM
150688510	ROBBERY	Wednesday	August	6PM
150688946	ROBBERY	Saturday	August	12AM
150689085	ROBBERY	Saturday	August	1AM
150689370	ROBBERY	Saturday	August	5AM
150689427	ROBBERY	Saturday	August	3AM
150689524	ROBBERY	Saturday	August	8AM
150690076	ROBBERY	Saturday	August	2AM
150690167	ROBBERY	Saturday	August	12AM
150690377	ROBBERY	Saturday	August	2PM
150690850	ROBBERY	Saturday	August	5PM
150691115	ROBBERY	Saturday	August	6PM
150691325	ROBBERY	Saturday	August	6PM
150692038	ROBBERY	Saturday	August	11PM
150692129	ROBBERY	Sunday	August	2AM
150692834	ROBBERY	Sunday	August	11AM
150693111	ROBBERY	Saturday	August	1AM
150693729	ROBBERY	Sunday	August	4PM
150693791	ROBBERY	Sunday	August	5PM
150693810	ROBBERY	Sunday	August	1PM
150694664	ROBBERY	Monday	August	12AM
150694727	ROBBERY	Monday	August	12AM
150694943	ROBBERY	Monday	August	5AM
150694959	ROBBERY	Monday	August	5AM
150695060	ROBBERY	Monday	August	2AM
150695264	ROBBERY	Thursday	August	11PM
150695537	ROBBERY	Monday	August	11AM
150695850	ROBBERY	Saturday	June	7AM
150696002	ROBBERY	Monday	August	12PM
150696529	ROBBERY	Monday	August	2PM
150696648	ROBBERY	Sunday	August	3PM
150697549	ROBBERY	Monday	August	8PM
150697583	ROBBERY	Monday	August	7PM
150697919	ROBBERY	Monday	August	10PM
150698230	ROBBERY	Monday	August	8PM
150698252	ROBBERY	Tuesday	August	6AM
150699551	ROBBERY	Tuesday	August	2PM
150699818	ROBBERY	Tuesday	August	4PM
150699965	ROBBERY	Tuesday	August	4PM
150700590	ROBBERY	Tuesday	August	8PM
150701093	ROBBERY	Tuesday	August	11PM
150701134	ROBBERY	Tuesday	August	11PM
150701344	ROBBERY	Wednesday	August	4AM
150701441	ROBBERY	Wednesday	August	5AM
150702245	ROBBERY	Wednesday	August	10AM
150702370	ROBBERY	Wednesday	August	10AM
150703099	ROBBERY	Wednesday	August	2PM
150703522	ROBBERY	Wednesday	August	4PM
150703964	ROBBERY	Wednesday	August	6PM
150704360	ROBBERY	Wednesday	August	3PM
150704508	ROBBERY	Wednesday	August	10PM
150704859	ROBBERY	Thursday	August	2AM
150704871	ROBBERY	Thursday	August	2AM
150704906	ROBBERY	Thursday	August	2AM
150704956	ROBBERY	Thursday	August	3AM
150704990	ROBBERY	Thursday	August	5AM
150705095	ROBBERY	Thursday	August	7AM
150705108	ROBBERY	Thursday	August	7AM
150705324	ROBBERY	Monday	August	1AM
150705750	ROBBERY	Thursday	August	1AM
150706338	ROBBERY	Thursday	August	2PM
150706720	ROBBERY	Thursday	August	4PM
150706786	ROBBERY	Thursday	August	5PM
150707449	ROBBERY	Thursday	August	7PM
150708099	ROBBERY	Friday	August	1AM
150708215	ROBBERY	Friday	August	2AM
150708221	ROBBERY	Friday	August	3AM
150708265	ROBBERY	Friday	August	2AM
150708390	ROBBERY	Thursday	August	10PM
150708704	ROBBERY	Friday	August	8AM
150708823	ROBBERY	Friday	August	10AM
150709279	ROBBERY	Friday	August	1PM
150709332	ROBBERY	Friday	August	1PM
150709360	ROBBERY	Friday	August	1PM
150709956	ROBBERY	Friday	August	4PM
150710022	ROBBERY	Friday	August	4PM
150710204	ROBBERY	Friday	August	6PM
150710470	ROBBERY	Friday	August	8PM
150711111	ROBBERY	Saturday	August	1AM
150711218	ROBBERY	Saturday	August	2AM
150711296	ROBBERY	Saturday	August	2AM
150711309	ROBBERY	Saturday	August	3AM
150712749	ROBBERY	Saturday	August	4PM
150712761	ROBBERY	Saturday	August	4PM
150712921	ROBBERY	Saturday	August	5PM
150713173	ROBBERY	Saturday	August	5PM
150713537	ROBBERY	Saturday	August	10PM
150713571	ROBBERY	Saturday	August	10PM
150713797	ROBBERY	Sunday	August	12AM
150713941	ROBBERY	Sunday	August	1AM
150714030	ROBBERY	Sunday	August	2AM
150714814	ROBBERY	Sunday	August	12PM
150714955	ROBBERY	Sunday	August	4AM
150715602	ROBBERY	Sunday	August	3PM
150715630	ROBBERY	Saturday	August	5PM
150715834	ROBBERY	Sunday	August	7PM
150715931	ROBBERY	Sunday	August	8PM
150716218	ROBBERY	Sunday	August	10PM
150716371	ROBBERY	Monday	August	1AM
150716503	ROBBERY	Sunday	August	7PM
150717216	ROBBERY	Saturday	August	11PM
150717222	ROBBERY	Sunday	August	10PM
150717432	ROBBERY	Saturday	August	1AM
150718753	ROBBERY	Monday	August	5PM
150718935	ROBBERY	Monday	August	4PM
150719074	ROBBERY	Monday	August	7PM
150719375	ROBBERY	Monday	August	8PM
150720918	ROBBERY	Tuesday	August	12AM
150721085	ROBBERY	Thursday	July	1AM
150722362	ROBBERY	Tuesday	August	10PM
150722566	ROBBERY	Tuesday	August	11PM
150722613	ROBBERY	Tuesday	August	9PM
150722936	ROBBERY	Wednesday	August	5AM
150724051	ROBBERY	Wednesday	August	12PM
150724120	ROBBERY	Wednesday	August	12PM
150724302	ROBBERY	Wednesday	August	12PM
150726483	ROBBERY	Thursday	August	12AM
150726552	ROBBERY	Thursday	August	2AM
150726615	ROBBERY	Thursday	August	3AM
150727306	ROBBERY	Thursday	August	11AM
150727340	ROBBERY	Thursday	August	10AM
150727538	ROBBERY	Thursday	August	7AM
150727550	ROBBERY	Thursday	August	2AM
150727914	ROBBERY	Thursday	August	3PM
150730741	ROBBERY	Friday	August	1PM
150731175	ROBBERY	Saturday	August	2AM
150731915	ROBBERY	Monday	August	12PM
150732399	ROBBERY	Friday	August	8PM
150732430	ROBBERY	Friday	August	9PM
150732474	ROBBERY	Friday	August	8PM
150733143	ROBBERY	Saturday	August	1AM
150733206	ROBBERY	Saturday	August	2AM
150733228	ROBBERY	Saturday	August	2AM
150733290	ROBBERY	Saturday	August	3AM
150733325	ROBBERY	Saturday	August	4AM
150733933	ROBBERY	Saturday	August	10AM
150734680	ROBBERY	Sunday	August	7PM
150734721	ROBBERY	Saturday	August	3PM
150734765	ROBBERY	Saturday	August	11AM
150734856	ROBBERY	Wednesday	August	9PM
150735058	ROBBERY	Saturday	August	5PM
150735393	ROBBERY	Saturday	August	6PM
150735490	ROBBERY	Saturday	August	8PM
150735638	ROBBERY	Saturday	August	8PM
150735644	ROBBERY	Saturday	August	9PM
150736197	ROBBERY	Sunday	August	12AM
150737402	ROBBERY	Sunday	August	1PM
150737480	ROBBERY	Saturday	August	11PM
150737521	ROBBERY	Sunday	August	2PM
150737725	ROBBERY	Sunday	August	3PM
150738585	ROBBERY	Sunday	August	8PM
150739066	ROBBERY	Sunday	August	11PM
150739072	ROBBERY	Sunday	August	11PM
150739157	ROBBERY	Monday	August	12AM
150739301	ROBBERY	Monday	August	4AM
150740847	ROBBERY	Monday	August	2PM
150741027	ROBBERY	Monday	August	1PM
150741168	ROBBERY	Monday	August	3PM
150741306	ROBBERY	Monday	August	2AM
150741685	ROBBERY	Monday	August	5PM
150742285	ROBBERY	Monday	August	9PM
150742326	ROBBERY	Monday	August	9PM
150742702	ROBBERY	Tuesday	August	12AM
150742718	ROBBERY	Tuesday	August	1AM
150742912	ROBBERY	Tuesday	August	4AM
150742934	ROBBERY	Tuesday	August	5AM
150743904	ROBBERY	Tuesday	August	11AM
150744021	ROBBERY	Tuesday	August	12PM
150745427	ROBBERY	Tuesday	August	7PM
150745433	ROBBERY	Tuesday	August	7PM
150745502	ROBBERY	Tuesday	August	8PM
150746118	ROBBERY	Wednesday	August	1AM
150746168	ROBBERY	Wednesday	August	2AM
150746196	ROBBERY	Wednesday	August	3AM
150746481	ROBBERY	Tuesday	August	8PM
150746544	ROBBERY	Wednesday	August	8AM
150747962	ROBBERY	Saturday	August	9AM
150748164	ROBBERY	Friday	August	11PM
150748233	ROBBERY	Wednesday	August	5PM
150750250	ROBBERY	Sunday	August	1PM
150751214	ROBBERY	Thursday	August	3PM
150751606	ROBBERY	Thursday	August	4PM
150752541	ROBBERY	Thursday	August	11PM
150752717	ROBBERY	Friday	August	12AM
150752767	ROBBERY	Friday	August	12AM
150752795	ROBBERY	Friday	August	1AM
150752808	ROBBERY	Friday	August	12AM
150752858	ROBBERY	Thursday	August	10PM
150752892	ROBBERY	Friday	August	2AM
150752999	ROBBERY	Friday	August	4AM
150753022	ROBBERY	Friday	August	4AM
150753129	ROBBERY	Friday	August	6AM
150753157	ROBBERY	Friday	August	7AM
150753737	ROBBERY	Friday	August	7AM
150753947	ROBBERY	Friday	August	10AM
150754020	ROBBERY	Friday	August	12PM
150754036	ROBBERY	Thursday	August	11PM
150754268	ROBBERY	Sunday	August	4PM
150754713	ROBBERY	Friday	July	6PM
150755551	ROBBERY	Friday	August	7PM
150755608	ROBBERY	Friday	August	10AM
150755852	ROBBERY	Friday	August	9PM
150755880	ROBBERY	Friday	August	9PM
150755915	ROBBERY	Friday	August	9PM
150756292	ROBBERY	Friday	August	9PM
150757046	ROBBERY	Saturday	August	9AM
150758072	ROBBERY	Saturday	August	4PM
150758282	ROBBERY	Saturday	August	6PM
150758834	ROBBERY	Saturday	August	9PM
150759183	ROBBERY	Saturday	August	11PM
150759296	ROBBERY	Sunday	August	12AM
150759309	ROBBERY	Sunday	August	12AM
150759387	ROBBERY	Sunday	August	12AM
150759428	ROBBERY	Sunday	August	1AM
150759462	ROBBERY	Sunday	August	1AM
150759553	ROBBERY	Sunday	August	2AM
150759575	ROBBERY	Sunday	August	3AM
150759791	ROBBERY	Sunday	August	6AM
150760419	ROBBERY	Sunday	August	12PM
150761194	ROBBERY	Sunday	August	4PM
150761213	ROBBERY	Sunday	August	11PM
150761291	ROBBERY	Sunday	August	5PM
150761956	ROBBERY	Sunday	August	9PM
150762136	ROBBERY	Sunday	August	10PM
150762506	ROBBERY	Monday	August	12AM
150762982	ROBBERY	Monday	August	9AM
150763407	ROBBERY	Monday	August	12AM
150763554	ROBBERY	Monday	August	12PM
150764706	ROBBERY	Monday	August	6PM
150765271	ROBBERY	Sunday	August	2AM
150765641	ROBBERY	Tuesday	September	12AM
150766809	ROBBERY	Sunday	August	5PM
150767716	ROBBERY	Tuesday	September	4PM
150768178	ROBBERY	Monday	August	5PM
150768372	ROBBERY	Tuesday	September	8PM
150768645	ROBBERY	Tuesday	September	11PM
150769386	ROBBERY	Wednesday	September	1AM
150770377	ROBBERY	Thursday	August	1AM
150770515	ROBBERY	Wednesday	September	3PM
150770979	ROBBERY	Wednesday	September	6PM
150771369	ROBBERY	Wednesday	September	7PM
150771773	ROBBERY	Wednesday	September	10PM
150772072	ROBBERY	Thursday	September	1AM
150772088	ROBBERY	Thursday	September	2AM
150772414	ROBBERY	Thursday	September	1AM
150772533	ROBBERY	Thursday	September	6AM
150772947	ROBBERY	Friday	August	7PM
150773644	ROBBERY	Thursday	September	1PM
150773688	ROBBERY	Thursday	September	3PM
150773785	ROBBERY	Tuesday	September	5PM
150773967	ROBBERY	Thursday	September	4PM
150774153	ROBBERY	Thursday	September	1AM
150775258	ROBBERY	Friday	September	1AM
150775355	ROBBERY	Friday	September	2AM
150775418	ROBBERY	Friday	September	4AM
150776648	ROBBERY	Friday	September	11AM
150776892	ROBBERY	Thursday	September	12AM
150777072	ROBBERY	Friday	September	3PM
150777624	ROBBERY	Friday	September	2AM
150777931	ROBBERY	Friday	September	9PM
150777947	ROBBERY	Friday	September	9PM
150778105	ROBBERY	Friday	September	9PM
150778478	ROBBERY	Saturday	September	12AM
150778575	ROBBERY	Saturday	September	12PM
150778650	ROBBERY	Saturday	September	2AM
150778763	ROBBERY	Saturday	September	3AM
150779595	ROBBERY	Saturday	September	12PM
150779824	ROBBERY	Saturday	September	1PM
150780439	ROBBERY	Saturday	September	5PM
150781001	ROBBERY	Saturday	September	8PM
150781578	ROBBERY	Saturday	September	11PM
150781716	ROBBERY	Sunday	September	4AM
150781835	ROBBERY	Sunday	September	7AM
150782388	ROBBERY	Sunday	September	8AM
150783364	ROBBERY	Sunday	September	7PM
150783734	ROBBERY	Sunday	September	10PM
150784221	ROBBERY	Monday	September	3AM
150784312	ROBBERY	Monday	September	4AM
150785285	ROBBERY	Monday	September	2AM
150786506	ROBBERY	Monday	September	8PM
150786631	ROBBERY	Monday	September	9PM
150786932	ROBBERY	Monday	September	11PM
150787899	ROBBERY	Tuesday	September	1AM
150788370	ROBBERY	Tuesday	September	12PM
150788734	ROBBERY	Tuesday	September	2PM
150788790	ROBBERY	Tuesday	September	1PM
150789209	ROBBERY	Tuesday	September	5PM
150789782	ROBBERY	Sunday	September	12PM
150789908	ROBBERY	Tuesday	September	8PM
150790109	ROBBERY	Tuesday	September	9PM
150792810	ROBBERY	Wednesday	September	7PM
150793034	ROBBERY	Wednesday	September	8PM
150793169	ROBBERY	Wednesday	September	9PM
150793216	ROBBERY	Wednesday	September	10PM
150793539	ROBBERY	Thursday	September	1AM
150793658	ROBBERY	Thursday	September	3AM
150794634	ROBBERY	Thursday	September	11AM
150795444	ROBBERY	Thursday	September	5PM
150795563	ROBBERY	Monday	September	8PM
150796204	ROBBERY	Thursday	September	9PM
150796436	ROBBERY	Thursday	September	11PM
150796602	ROBBERY	Friday	September	1AM
150797230	ROBBERY	Friday	September	8AM
150797616	ROBBERY	Friday	September	12AM
150798608	ROBBERY	Wednesday	September	11PM
150798692	ROBBERY	Friday	September	4PM
150798830	ROBBERY	Friday	September	8AM
150798993	ROBBERY	Friday	September	4PM
150799725	ROBBERY	Friday	September	9PM
150799844	ROBBERY	Friday	September	10PM
150799957	ROBBERY	Friday	September	11PM
150799979	ROBBERY	Friday	September	11PM
150800281	ROBBERY	Saturday	September	2AM
150800338	ROBBERY	Saturday	September	4AM
150800491	ROBBERY	Saturday	September	8AM
150800764	ROBBERY	Saturday	September	10AM
150801239	ROBBERY	Saturday	September	12PM
150801336	ROBBERY	Saturday	September	5AM
150802049	ROBBERY	Saturday	September	6PM
150802174	ROBBERY	Saturday	September	6PM
150802287	ROBBERY	Saturday	September	7PM
150802447	ROBBERY	Saturday	September	8PM
150803489	ROBBERY	Sunday	September	5AM
150803699	ROBBERY	Wednesday	September	8PM
150803768	ROBBERY	Sunday	September	9AM
150804001	ROBBERY	Sunday	September	12PM
150804835	ROBBERY	Sunday	September	4PM
